id,rikishi,matches,wins,losses,pct,top_rank,favored_kimarite,heya,shusshin,height,avg_weight,bmi,birth_date,alt_shikona2,alt_shikona3
1311,Kototsubaki,479,235,244,0.49,Maegashira-3,yorikiri,Sadogatake,Okinawa,187.0,132.0,37.7,1960-12-06,,
88,Tamarikido,484,234,250,0.48,Maegashira-8,yorikiri,Kataonami,Tokyo,184.0,0.0,0.0,1974-04-19,,
2847,Masatsukasa,467,233,234,0.5,Maegashira-8,oshidashi,Irumagawa,Aomori,182.0,133.1,40.2,1984-06-07,,
21,Asahiyutaka,488,232,256,0.48,Komusubi,yorikiri,Oshima,Aichi,190.0,0.0,0.0,1968-09-10,,
12292,Yutakayama,491,232,259,0.47,Maegashira-1,oshidashi,Tokitsukaze,Niigata,185.0,172.0,50.3,1993-09-22,Oyanagi,
92,Harunoyama,479,232,247,0.48,Maegashira-10,yorikiri,Matsugane,Aichi,188.0,162.3,45.9,1976-08-02,Haruyama,
1309,Tamakairiki,488,230,258,0.47,Maegashira-8,yorikiri,Kataonami,Tokyo,184.0,131.8,38.9,1966-07-16,,
1331,Saganobori,494,229,265,0.46,Maegashira-14,yorikiri,Oshiogawa,Saga,192.0,109.3,29.6,1961-11-27,,
1307,Daishoyama,464,228,236,0.49,Maegashira-2,yorikiri,Tatsunami,Ishikawa,181.0,0.0,0.0,1966-07-07,,
4099,Kirinji,512,225,287,0.44,Komusubi,oshidashi,Nishonoseki,Chiba,183.0,144.4,43.1,1953-03-09,,
4131,Tochitsurugi,511,225,286,0.44,Maegashira-2,oshidashi,Kasugano,Aichi,171.0,113.8,38.9,1955-04-26,,
1362,Onohana,465,224,241,0.48,Maegashira-13,yorikiri,Taiho,Yamanashi,189.0,136.4,38.2,1958-06-23,,
7115,Tosayutaka,453,222,231,0.49,Maegashira-1,yorikiri,Tokitsukaze,Kochi,178.0,138.3,43.6,1985-03-10,,
12203,Tobizaru,445,221,224,0.5,Komusubi,oshidashi,Oitekaze,Tokyo,175.0,120.5,39.3,1992-04-24,Iwasaki,
12370,Wakatakakage,383,220,163,0.57,Sekiwake,yorikiri,Arashio,Fukushima,180.0,122.0,37.7,1994-12-06,,
1421,Roho,405,220,185,0.54,Komusubi,yorikiri,Otake,Russia,192.0,140.8,38.2,1980-03-09,,
6497,Daido,470,219,251,0.47,Maegashira-8,uwatenage,Onomatsu,Tokyo,187.0,158.4,45.3,1982-08-21,Nakanishi,
6771,Aran,465,218,247,0.47,Sekiwake,hatakikomi,Kasugano,Russia,186.0,144.9,41.9,1984-01-31,,
1136,Mokonami,440,218,222,0.5,Maegashira-6,yorikiri,Tatsunami,Mongolia,187.0,132.1,37.8,1984-04-05,,
4126,Sadanoumi,501,217,284,0.43,Komusubi,yorikiri,Dewanoumi,Osaka,183.0,130.3,38.9,1956-07-19,,
1358,Hoshiiwato,466,217,249,0.47,Maegashira-14,yorikiri,Michinoku,Kagoshima,182.0,129.4,39.1,1955-07-25,Hoshikabuto,
287,Wakatoba,466,214,252,0.46,Maegashira-11,oshidashi,Oguruma,Tokyo,175.0,121.3,39.6,1977-06-15,Yamada,
27,Wakanojo,457,211,246,0.46,Maegashira-6,yorikiri,Magaki,Okinawa,191.0,0.0,0.0,1973-04-13,Aka,
4116,Dewanohana,462,210,252,0.45,Sekiwake,yorikiri,Dewanoumi,Aomori,185.5,123.7,35.9,1951-05-13,,
1288,Kotobeppu,478,209,269,0.44,Maegashira-1,yorikiri,Sadogatake,Oita,176.0,155.3,50.1,1965-10-17,,
4094,Onishiki,454,209,245,0.46,Maegashira-1,yorikiri,Dewanoumi,Niigata,182.5,142.8,42.9,1953-09-11,,
12231,Kirishima,375,209,166,0.56,Ozeki,yorikiri,Michinoku,Mongolia,187.0,116.0,33.2,1996-04-24,Kiribayama,
4078,Oshio,440,207,233,0.47,Maegashira-1,yorikiri,Tokitsukaze,Fukuoka,187.0,142.4,40.7,1948-01-04,,
4130,Hachiya,420,206,214,0.49,Maegashira-6,yorikiri,Kasugano,Gifu,180.0,108.0,33.3,1950-11-16,,
99,Shunketsu,444,204,240,0.46,Maegashira-12,yorikiri,Hanaregoma,Saitama,176.0,118.6,38.3,1976-07-13,Komahikari,Ishide
1032,Hochiyama,451,204,247,0.45,Maegashira-14,yorikiri,Sakaigawa,Aomori,187.5,142.3,40.5,1982-01-18,,
225,Takanotsuru,436,204,232,0.47,Maegashira-8,yorikiri,Naruto,Kagoshima,188.0,150.0,42.4,1976-06-18,Sekiyama,
6770,Tenkaiho,437,202,235,0.46,Maegashira-8,yorikiri,Onoe,Kumamoto,184.0,182.9,54.0,1984-10-14,Minami,
12024,Shimanoumi,410,199,211,0.49,Maegashira-3,oshidashi,Kise,Mie,179.0,157.7,49.2,1989-07-11,,
66,Wakahayato,418,199,219,0.48,Juryo-3,yorikiri,Miyagino,Kagoshima,184.0,0.0,0.0,1971-01-03,,
12144,Daishomaru,412,199,213,0.48,Maegashira-5,oshidashi,Oitekaze,Osaka,174.0,153.0,50.5,1991-07-10,Kawabata,
1367,Fujinoshin,417,198,219,0.47,Maegashira-1,yorikiri,Kokonoe,Chiba,181.0,128.3,39.2,1960-11-06,Fujihikari,
11971,Jokoryu,413,198,215,0.48,Komusubi,yorikiri,Kise,Tokyo,188.0,156.8,44.4,1988-08-07,Sakumayama,
157,Tomoefuji,399,198,201,0.5,Komusubi,yorikiri,Kokonoe,Akita,191.0,0.0,0.0,1971-01-27,,
6034,Sagatsukasa,432,198,234,0.46,Maegashira-9,oshidashi,Irumagawa,Shizuoka,165.0,126.4,46.4,1981-12-21,Isobe,
11987,Osunaarashi,370,197,173,0.53,Maegashira-1,yorikiri,Otake,Egypt,189.0,141.7,39.7,1992-02-10,,
7121,Tokushinho,419,195,224,0.47,Juryo-6,oshidashi,Kise,Mie,194.0,199.5,53.0,1984-05-13,,
8899,Kyokutaisei,395,194,201,0.49,Maegashira-8,oshidashi,Oshima,Hokkaido,184.0,110.9,32.8,1989-10-18,,
206,Kotokasuga,399,193,206,0.48,Maegashira-7,yorikiri,Sadogatake,Fukuoka,182.0,126.0,38.0,1977-08-25,,
24,Ganyu,447,193,254,0.43,Maegashira-1,yorikiri,Kitanoumi,Hyogo,185.0,0.0,0.0,1970-08-06,,
81,Wakakosho,400,190,210,0.47,Maegashira-14,yorikiri,Matsugane,Hyogo,185.0,0.0,0.0,1975-03-04,,
163,Senshuyama,405,190,215,0.47,Juryo-1,oshidashi,Takasago,Osaka,178.0,0.0,0.0,1975-09-01,,
1011,Hakuba,379,188,191,0.5,Komusubi,yorikiri,Michinoku,Mongolia,187.0,110.6,31.6,1983-05-05,,
1306,Hitachiryu,381,187,194,0.49,Maegashira-14,yorikiri,Oshiogawa,Ibaraki,180.0,0.0,0.0,1969-10-19,,
1297,Dairyu,380,184,196,0.48,Juryo-4,yorikiri,Taiho,Osaka,181.5,138.5,42.0,1960-09-30,,
1106,Koryu,381,184,197,0.48,Maegashira-11,oshidashi,Hanakago,Mongolia,186.0,0.0,0.0,1984-02-04,,
1241,Kitaharima,398,182,216,0.46,Maegashira-15,oshidashi,Yamahibiki,Hyogo,182.0,109.9,33.2,1986-07-28,,
4138,Tochimatoi,379,182,197,0.48,Maegashira-11,oshidashi,Kasugano,Kanagawa,179.0,169.2,52.8,1959-01-30,,
4140,Chikubayama,359,181,178,0.5,Maegashira-13,oshidashi,Miyagino,Fukuoka,175.5,116.8,37.9,1957-08-21,,
874,Hamanishiki,402,179,223,0.45,Maegashira-11,yorikiri,Oitekaze,Kumamoto,179.0,125.1,39.0,1976-11-23,Takahama,
12270,Kotonowaka,305,176,129,0.58,Komusubi,yorikiri,Sadogatake,Chiba,188.0,156.5,44.3,1997-11-19,Kotokamatani,
4107,Kaiki,390,175,215,0.45,Maegashira-3,yorikiri,Tomozuna,Aomori,182.0,145.1,43.8,1952-06-12,,
4311,Hakuryu,381,175,206,0.46,Juryo-2,yorikiri,Kagamiyama,Yamagata,173.0,127.4,42.6,1954-04-12,,
1289,Rikio,324,175,149,0.54,Maegashira-9,uwatenage,Naruto,Nara,191.0,0.0,0.0,1972-12-20,,
73,Kanechika,376,175,201,0.47,Juryo-2,yorikiri,Kitanoumi,Kanagawa,181.0,154.7,47.2,1969-11-12,Gassan,
6767,Tochinowaka,370,175,195,0.47,Maegashira-1,yorikiri,Kasugano,Hyogo,196.0,170.2,44.3,1988-04-06,,
1243,Katayama,376,174,202,0.46,Maegashira-13,oshidashi,Onomatsu,Shizuoka,178.0,129.9,41.0,1979-09-06,,
12226,Ura,319,172,147,0.54,Maegashira-1,oshidashi,Kise,Osaka,175.0,124.5,40.7,1992-06-22,,
1402,Hakurozan,360,171,189,0.47,Maegashira-2,hatakikomi,Kitanoumi,Russia,188.0,133.9,37.9,1982-02-06,,
4100,Kaneshiro,390,170,220,0.44,Maegashira-1,yorikiri,Kasugano,Miyazaki,185.0,139.0,40.6,1953-02-27,Tochihikari,
6654,Masunoyama,351,170,181,0.48,Maegashira-4,oshidashi,Tokiwayama,Chiba,177.0,162.2,51.8,1990-11-01,,
898,Chiyohakuho,336,167,169,0.5,Maegashira-6,oshidashi,Kokonoe,Kumamoto,181.0,0.0,0.0,1983-04-21,,
160,Tatsuhikari,345,164,181,0.48,Maegashira-6,yorikiri,Tatsunami,Hokkaido,193.8,0.0,0.0,1969-10-25,,
12273,Daiamami,341,164,177,0.48,Maegashira-11,yorikiri,Oitekaze,Kagoshima,183.0,174.5,52.1,1992-12-15,Sakamoto,
6552,Sotairyu,354,164,190,0.46,Maegashira-15,oshidashi,Tokitsukaze,Fukushima,179.0,113.5,35.4,1982-07-26,,
5988,Oiwato,372,162,210,0.44,Maegashira-16,oshidashi,Hakkaku,Yamagata,179.0,134.9,42.1,1981-05-18,Kanbayashi,
46,Dewaarashi,332,159,173,0.48,Maegashira-14,yorikiri,Dewanoumi,Nagasaki,184.0,172.1,50.8,1970-07-28,,
12451,Hoshoryu,270,158,112,0.59,Sekiwake,yorikiri,Tatsunami,Mongolia,186.0,119.0,34.4,1999-05-22,,
4117,Misugiiso,346,153,193,0.44,Maegashira-4,yorikiri,Hanaregoma,Aomori,187.0,123.5,35.3,1956-05-11,Azumanada,
2929,Kagamio,311,153,158,0.49,Maegashira-9,yorikiri,Kagamiyama,Mongolia,183.0,118.0,35.2,1988-02-09,,
4124,Shishiho,319,152,167,0.48,Maegashira-2,yorikiri,Taiho,Nagasaki,190.0,121.5,33.7,1955-08-14,,
6620,Sakaizawa,292,151,141,0.52,Maegashira-15,yorikiri,Onoe,Saitama,189.0,157.6,44.1,1983-04-11,,
4137,Fujinokawa,305,151,154,0.5,Maegashira-3,yorikiri,Isenoumi,Aichi,193.0,140.7,37.8,1960-08-20,Hattori,
1314,Owakamatsu,304,149,155,0.49,Maegashira-13,yorikiri,Taiho,Saitama,189.0,140.6,39.4,1966-11-17,,
54,Ohinode,308,149,159,0.48,Maegashira-9,yorikiri,Tatsunami,Hyogo,184.8,0.0,0.0,1970-01-19,,
67,Tochinofuji,311,147,164,0.47,Maegashira-11,oshidashi,Kasugano,Fukuoka,180.0,0.0,0.0,1969-11-15,,
4104,Takanosato,197,145,52,0.74,Yokozuna,yorikiri,Futagoyama,Aomori,181.5,150.6,45.7,1952-09-29,,
226,Wakatenro,321,145,176,0.45,Juryo-2,oshidashi,Magaki,Hokkaido,184.0,144.7,42.7,1977-10-18,,
1319,Tachihikari,305,145,160,0.48,Maegashira-15,uwatenage,Tomozuna,Chiba,195.0,135.2,35.6,1963-09-12,,
5984,Shirononami,308,145,163,0.47,Juryo-4,yorikiri,Onoe,Kumamoto,173.4,127.3,42.3,1981-07-16,Shiraishi,
4112,Kotokaze,222,144,78,0.65,Ozeki,yorikiri,Sadogatake,Mie,183.5,168.2,50.0,1957-04-26,,
32,Akinoshu,288,142,146,0.49,Maegashira-9,yorikiri,Izutsu,Hiroshima,179.0,0.0,0.0,1969-01-17,,
1397,Ishinriki,304,142,162,0.47,Juryo-1,shitatenage,Onaruto,Tokyo,175.0,83.2,27.2,1961-01-24,,
7143,Amakaze,292,141,151,0.48,Maegashira-13,yorikiri,Oshiogawa,Kagawa,184.0,181.6,53.6,1991-07-07,Kawanari,
4102,Aobajo,327,141,186,0.43,Sekiwake,yorikiri,Oshiogawa,Miyagi,181.0,149.3,45.6,1948-11-14,,
1405,Amuru,282,140,142,0.5,Maegashira-5,yorikiri,Onomatsu,Russia,192.0,107.6,29.2,1983-08-25,,
1326,Tsunenoyama,302,139,163,0.46,Maegashira-12,yorikiri,Dewanoumi,Kagoshima,182.0,104.5,31.5,1963-01-29,Nishinoryu,
296,Yoshiazuma,333,139,194,0.42,Maegashira-12,yorikiri,Tamanoi,Kumamoto,196.0,0.0,0.0,1977-05-26,,
138,Sentoryu,278,137,141,0.49,Maegashira-12,oshidashi,Tomozuna,U.S.A.,175.5,0.0,0.0,1969-07-16,Kaishinzan,
149,Juzan,325,137,188,0.42,Juryo-2,oshidashi,Oshiogawa,Ibaraki,180.0,149.7,46.2,1975-04-08,,
75,Daihisho,271,136,135,0.5,Maegashira-10,yorikiri,Asahiyama,Osaka,195.0,0.0,0.0,1973-08-30,,
4091,Washuyama,270,135,135,0.5,Maegashira-11,yorikiri,Dewanoumi,Okayama,175.0,109.7,35.8,1949-04-02,,
6766,Kiyoseumi,248,131,117,0.53,Maegashira-13,hatakikomi,Kitanoumi,Aichi,183.0,176.4,52.7,1984-08-16,Ichihara,
57,Yamato,258,131,127,0.51,Maegashira-12,yorikiri,Magaki,U.S.A.,189.0,0.0,0.0,1969-12-17,,
11989,Yamaguchi,285,126,159,0.44,Maegashira-16,hatakikomi,Miyagino,Fukuoka,183.0,153.8,45.9,1989-05-13,Daikiho,
122,Daimanazuru,278,125,153,0.45,Maegashira-16,yorikiri,Asahiyama,Nara,188.0,0.0,0.0,1977-01-16,,
59,Susanoumi,278,124,154,0.45,Juryo-2,oshidashi,Kitanoumi,Aichi,182.5,0.0,0.0,1972-08-30,Kanesaku,Masakabuto
222,Sumanofuji,294,124,170,0.42,Juryo-9,oshidashi,Nakamura,Hyogo,175.5,132.2,42.9,1977-12-21,,
1365,Hananofuji,255,123,132,0.48,Juryo-1,yorikiri,Hanaregoma,Kumamoto,187.0,102.8,29.4,1958-11-21,,
4128,Kotochitose,257,123,134,0.48,Maegashira-14,yorikiri,Sadogatake,Hokkaido,181.5,120.8,36.7,1957-04-22,,
1313,Komafudo,261,122,139,0.47,Maegashira-13,yorikiri,Hanaregoma,Toyama,181.0,0.0,0.0,1967-09-15,Hananowaka,
12040,Daishoho,253,116,137,0.46,Maegashira-9,yorikiri,Oitekaze,Mongolia,184.0,148.3,43.8,1994-08-28,,
91,Hoshiandesu,242,115,127,0.48,Juryo-2,hatakikomi,Michinoku,Argentina,191.5,153.2,41.8,1968-06-01,,
4133,Takarakuni,261,115,146,0.44,Maegashira-2,yorikiri,Isegahama,Fukushima,188.5,131.7,37.1,1956-08-16,Saisu,
12406,Mitoryu,232,114,118,0.49,Maegashira-15,yorikiri,Nishikido,Mongolia,187.0,182.5,52.2,1994-04-25,,
1385,Tochiakagi,247,114,133,0.46,Maegashira-12,yorikiri,Kasugano,Gunma,181.5,127.5,38.7,1954-10-31,,
4139,Koryu,229,112,117,0.49,Maegashira-4,yorikiri,Miyagino,Tokushima,174.0,102.0,33.7,1961-09-12,,
76,Hoshitango,251,110,141,0.44,Juryo-3,hatakikomi,Michinoku,Argentina,184.0,0.0,0.0,1965-09-05,,
204,Ryuho,250,110,140,0.44,Maegashira-16,yorikiri,Michinoku,Okinawa,182.0,133.2,40.2,1977-06-18,,
924,Wakakirin,213,108,105,0.51,Maegashira-9,oshidashi,Oguruma,Hyogo,186.5,0.0,0.0,1983-09-21,Suzukawa,
1215,Takanoyama,248,106,142,0.43,Maegashira-12,tottari,Tagonoura,Czech,186.0,94.0,27.2,1983-02-21,,
1031,Ryuo,227,106,121,0.47,Maegashira-8,oshidashi,Miyagino,Mongolia,176.0,139.7,45.1,1983-03-11,,
12412,Enho,215,104,111,0.48,Maegashira-4,shitatenage,Miyagino,Ishikawa,169.0,93.5,32.7,1994-10-18,,
1323,Kumao,231,104,127,0.45,Juryo-5,yorikiri,Takasago,Saitama,175.0,108.8,35.5,1965-10-02,,
11980,Wakamotoharu,176,104,72,0.59,Sekiwake,yorikiri,Arashio,Fukushima,187.0,129.2,36.9,1993-10-05,,
1377,Iwatefuji,228,103,125,0.45,Juryo-6,yorikiri,Asahiyama,Iwate,180.0,128.4,39.6,1963-08-09,Futasekaze,
784,Daishodai,220,99,121,0.45,Juryo-1,yorikiri,Oitekaze,Tokyo,175.5,157.8,51.2,1976-02-25,,
12077,Takagenji,199,97,102,0.49,Maegashira-10,yorikiri,Tokiwayama,Tochigi,191.0,138.7,38.0,1997-05-13,,
1476,Otaka,200,95,105,0.47,Juryo-4,yorikiri,Taiho,Okayama,188.4,128.4,36.2,1960-09-16,,
4134,Oyutaka,226,95,131,0.42,Komusubi,oshidashi,Tokitsukaze,Niigata,187.0,159.8,45.7,1955-03-29,,
1104,Hoshihikari,199,94,105,0.47,Juryo-1,yorikiri,Hakkaku,Mongolia,182.5,0.0,0.0,1984-07-25,,
12425,Yago,184,93,91,0.51,Maegashira-10,yorikiri,Oshiogawa,Hokkaido,187.0,173.5,49.6,1994-07-08,,
116,Nakao,207,93,114,0.45,Maegashira-12,oshidashi,Matsugane,Wakayama,172.0,0.0,0.0,1973-02-13,Wakatsutomu,
56,Masutsuyoshi,224,92,132,0.41,Juryo-6,yorikiri,Mihogaseki,Kochi,178.0,0.0,0.0,1974-01-22,,
69,Towanoyama,187,92,95,0.49,Maegashira-13,yorikiri,Dewanoumi,Tokyo,190.5,0.0,0.0,1977-07-10,Otakayama,
1266,Nionoumi,203,92,111,0.45,Maegashira-16,oshidashi,Yamahibiki,Shiga,171.0,133.1,45.5,1986-12-16,,
77,Yutakafuji,200,91,109,0.46,Juryo-5,yorikiri,Tokitsukaze,Niigata,187.0,0.0,0.0,1970-04-14,Osuzuki,
4332,Tochinohana,196,90,106,0.46,Juryo-4,yorikiri,Kasugano,Taiwan,181.0,159.5,48.7,1962-09-04,,
12362,Ichiyamamoto,193,90,103,0.47,Maegashira-8,oshidashi,Hanaregoma,Hokkaido,187.0,129.5,37.0,1993-10-01,,
12449,Kotoshoho,197,90,107,0.46,Maegashira-3,oshidashi,Sadogatake,Chiba,191.0,150.0,41.1,1999-08-26,Kototebakari,
929,Kirinowaka,202,89,113,0.44,Juryo-4,yorikiri,Michinoku,Kumamoto,177.0,0.0,0.0,1983-09-18,,
4118,Amanoyama,204,89,115,0.44,Maegashira-8,oshidashi,Tokitsukaze,Saga,191.0,173.2,47.5,1953-12-28,,
1329,Daigaku,171,88,83,0.51,Juryo-2,yorikiri,Tokitsukaze,Shiga,185.7,139.0,40.3,1965-04-14,,
1417,Ichinowatari,178,86,92,0.48,Juryo-5,yorikiri,Tokitsukaze,Aomori,184.5,140.4,41.2,1959-04-02,,
6769,Yamamotoyama,175,85,90,0.49,Maegashira-9,oshidashi,Onoe,Saitama,189.0,251.2,70.3,1984-05-08,,
82,Tochitenko,186,83,103,0.45,Juryo-4,yorikiri,Kasugano,Gunma,178.0,140.9,44.5,1967-02-19,,
65,Dewataira,171,82,89,0.48,Juryo-4,yorikiri,Dewanoumi,Tokyo,178.5,0.0,0.0,1974-09-13,,
2930,Tokusegawa,154,82,72,0.53,Maegashira-4,yorikiri,Asahiyama,Mongolia,189.0,128.5,36.0,1983-08-06,,
68,Gokenzan,191,82,109,0.43,Juryo-6,yorikiri,Takanohana,Kagawa,194.0,180.0,47.8,1973-07-12,Goto,
130,Kaido,175,81,94,0.46,Juryo-4,yorikiri,Tomozuna,Tokyo,177.5,0.0,0.0,1975-10-24,Tanaka,Kaito
124,Sumiya,174,80,94,0.46,Juryo-5,oshidashi,Nakamura,Saitama,184.0,155.5,45.9,1975-09-07,Saigo,
1366,Takanomine,171,79,92,0.46,Maegashira-12,yorikiri,Izutsu,Fukuoka,183.0,97.0,29.0,1959-01-23,,
1327,Yoshinobori,186,79,107,0.42,Juryo-4,oshidashi,Kumagatani,Fukuoka,173.5,118.5,39.4,1968-08-19,,
74,Kotokanyu,188,78,110,0.41,Juryo-7,oshidashi,Sadogatake,Hokkaido,182.0,114.8,34.7,1966-02-02,,
4132,Wakanofuji,154,77,77,0.5,Maegashira-3,yorikiri,Kokonoe,Tokyo,189.5,146.5,40.8,1956-03-29,,
4141,Nankairyu,137,75,62,0.55,Maegashira-2,oshidashi,Takasago,Western Samoa,188.0,0.0,0.0,1965-02-22,,
6527,Wakanoho,140,75,65,0.54,Maegashira-1,yorikiri,Magaki,Russia,195.0,148.3,39.0,1988-07-08,,
12352,Midorifuji,152,74,78,0.49,Maegashira-1,katasukashi,Isegahama,Shizuoka,171.0,102.5,35.1,1996-08-30,,
174,Mutsuhokkai,154,70,84,0.45,Juryo-6,yorikiri,Ajigawa,Hokkaido,179.0,163.6,51.1,1964-06-24,,
6042,Masuraumi,156,70,86,0.45,Juryo-5,oshidashi,Onomatsu,Aichi,172.0,130.7,44.2,1988-10-15,Kurosawa,
4077,Fujizakura,165,70,95,0.42,Maegashira-1,oshidashi,Takasago,Yamanashi,179.5,138.7,43.0,1948-02-09,,
1291,Sunahama,140,69,71,0.49,Juryo-5,yorikiri,Takasago,U.S.A.,185.5,0.0,0.0,1971-07-22,,
12453,Oho,136,67,69,0.49,Maegashira-6,oshidashi,Otake,Tokyo,191.0,168.0,46.1,2000-02-14,,
4080,Kitanoumi,102,67,35,0.66,Yokozuna,yorikiri,Mihogaseki,Hokkaido,179.0,167.0,52.1,1953-05-16,,
4319,Harunafuji,139,63,76,0.45,Juryo-2,yorikiri,Taiho,Gunma,180.0,158.5,48.9,1959-02-03,,
2831,Hoshikaze,126,62,64,0.49,Juryo-3,uwatenage,Oguruma,Mongolia,181.0,118.0,36.0,1983-12-15,,
168,Hokutoiwa,146,62,84,0.42,Juryo-10,oshidashi,Hakkaku,Aomori,176.0,0.0,0.0,1974-06-01,,
6600,Tochihiryu,152,59,93,0.39,Juryo-7,oshidashi,Kasugano,Shizuoka,178.0,139.8,44.1,1987-04-23,,
167,Tamamitsukuni,147,59,88,0.4,Juryo-7,yorikiri,Kataonami,Fukushima,193.5,0.0,0.0,1975-12-28,Tamanokuni,
9077,Kizenryu,152,59,93,0.39,Juryo-11,uwatenage,Kise,Kagawa,194.0,139.2,37.0,1985-04-30,,
12427,Tomokaze,94,58,36,0.62,Maegashira-3,hatakikomi,Nishonoseki,Kanagawa,185.0,174.5,51.0,1994-12-02,,
7125,Tanzo,123,57,66,0.46,Juryo-6,yorikiri,Onomatsu,Ishikawa,188.0,139.7,39.5,1984-05-05,Terashita,
1349,Kotohakusan,126,57,69,0.45,Juryo-4,yorikiri,Sadogatake,Ishikawa,183.0,112.6,33.6,1961-06-01,,
4122,Kurosegawa,127,57,70,0.45,Maegashira-14,yorikiri,Isegahama,Tokyo,185.5,129.0,37.5,1951-05-13,,
1324,Terunoumi,128,57,71,0.45,Maegashira-15,yorikiri,Musashigawa,Wakayama,183.8,163.8,48.5,1967-09-15,Hayashi,Daikiko
199,Kuniazuma,107,54,53,0.5,Juryo-4,hatakikomi,Tamanoi,Brazil,192.0,0.0,0.0,1975-09-04,,
12255,Chiyonoumi,120,53,67,0.44,Juryo-8,oshidashi,Kokonoe,Kochi,182.0,131.5,39.7,1993-01-11,,
2835,Shironoryu,133,53,80,0.4,Juryo-1,oshidashi,Sakaigawa,Mongolia,180.0,107.1,33.1,1983-09-07,,
7138,Daishoumi,110,51,59,0.46,Juryo-10,yorikiri,Oitekaze,Tokyo,177.5,146.2,46.4,1984-04-21,Mori,
12351,Nishikifuji,106,51,55,0.48,Maegashira-3,yorikiri,Isegahama,Aomori,183.0,138.5,41.4,1996-07-22,,
1134,Tsurugidake,116,50,66,0.43,Maegashira-16,oshidashi,Fujishima,Saitama,180.0,161.0,49.7,1979-02-07,,
1127,Hokutokuni,102,49,53,0.48,Juryo-6,oshidashi,Hakkaku,Yamagata,175.0,134.4,43.9,1985-06-07,,
7127,Asabenkei,111,48,63,0.43,Juryo-7,oshidashi,Takasago,Kanagawa,190.0,171.0,47.4,1989-02-12,,
177,Mutetsuyama,111,47,64,0.42,Juryo-11,oshidashi,Musashigawa,Hyogo,173.0,134.6,45.0,1971-03-27,Kurimoto,
11918,Akua,131,47,84,0.36,Maegashira-10,hatakikomi,Tatsunami,Ibaraki,184.0,156.1,46.1,1990-11-06,,
4336,Tamakirin,95,47,48,0.49,Juryo-6,yorikiri,Oshiogawa,Saitama,191.4,102.7,28.0,1961-05-08,Taue,
4050,Takamiyama,126,47,79,0.37,Maegashira-2,yorikiri,Takasago,U.S.A.,192.0,200.3,54.3,1944-06-16,,
1058,Wakanoshima,114,47,67,0.41,Juryo-7,yorikiri,Shibatayama,Kagoshima,181.0,137.3,41.9,1984-09-28,,
144,Ryudo,102,46,56,0.45,Juryo-8,yorikiri,Tamanoi,Brazil,183.5,160.9,47.8,1971-05-26,Ikemori,
12314,Hiradoumi,90,46,44,0.51,Maegashira-5,yorikiri,Sakaigawa,Nagasaki,177.0,112.0,35.7,2000-04-20,,
251,Wakatoryu,87,45,42,0.52,Juryo-3,oshidashi,Matsugane,Ibaraki,178.0,147.1,46.4,1978-07-27,Nodera,
11729,Kimikaze,96,45,51,0.47,Maegashira-13,tsukiotoshi,Oguruma,Tokyo,182.0,130.5,39.4,1986-09-23,Naoe,
1370,Morinosato,106,43,63,0.41,Juryo-9,yorikiri,Tatsutagawa,Hokkaido,177.0,133.0,42.5,1963-07-26,Takamichi,
4103,Banryuyama,109,43,66,0.39,Maegashira-14,yorikiri,Mihogaseki,Hyogo,178.0,132.7,41.9,1951-05-04,,
300,Dairaido,95,43,52,0.45,Juryo-2,oshidashi,Takadagawa,Fukuoka,174.0,146.4,48.4,1980-04-17,Raido,
247,Oga,94,43,51,0.46,Juryo-6,tsukiotoshi,Takasago,Fukuoka,180.0,109.6,33.8,1977-10-22,,
1355,Goken,88,42,46,0.48,Juryo-5,yorikiri,Takasago,Hyogo,185.0,150.8,44.1,1964-06-26,Morita,
1368,Ryukozan,63,42,21,0.67,Maegashira-10,yorikiri,Dewanoumi,Osaka,185.5,140.7,40.9,1967-06-23,Miyata,
6013,Dewahayate,95,41,54,0.43,Juryo-9,yorikiri,Dewanoumi,Aichi,177.0,103.3,33.0,1989-01-31,,
1321,Dewanokuni,95,41,54,0.43,Juryo-3,oshidashi,Dewanoumi,Saitama,180.3,117.0,36.0,1964-01-15,,
4330,Wakatsukuba,96,40,56,0.42,Juryo-8,yorikiri,Takasago,Ibaraki,174.0,112.2,37.1,1956-10-30,,
84,Tomikaze,99,40,59,0.4,Juryo-8,yorikiri,Oguruma,Aichi,180.0,0.0,0.0,1972-01-27,,
4125,Shinko,90,38,52,0.42,Juryo-6,hatakikomi,Isegahama,Yamagata,189.0,134.5,37.7,1950-01-02,,
1423,Wakanoumi,69,38,31,0.55,Juryo-4,yorikiri,Hanaregoma,Akita,180.0,109.4,33.8,1959-06-04,Hanaguruma,Hanaogi
11943,Hakuyozan,77,37,40,0.48,Juryo-3,oshidashi,Takadagawa,Yamagata,186.0,145.0,41.9,1995-04-13,,
101,Dewanofuji,94,37,57,0.39,Juryo-9,oshidashi,Dewanoumi,Nagasaki,182.5,127.8,38.4,1976-12-04,,
4323,Shiraiwa,107,37,70,0.35,Juryo-7,uwatenage,Isegahama,Akita,181.4,107.3,32.6,1957-03-05,,
61,Hokutohikari,79,37,42,0.47,Juryo-10,oshidashi,Hakkaku,Kumamoto,182.0,0.0,0.0,1972-07-15,,
